Municipios,Ocupación_CIUO,Cargo_identificado,Nivel_educativo,programas_formar_esta_ocupación,instituciones_que_ofrecen_ programa,Nivel_formación,Municipios_programa,Brecha_cantidad
BOGOTÁ;MANIZALES;CALI,2513. DESARROLLADORES WEB Y MULTIMEDIA,DISEÑADOR WEB,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA DE SOFTWARE;CERTIFICADO EN INGENIERO DE REQUERIMIENTOS;CERTIFICACIÓN EN PRODUCT OWNER;CERTIFICADO EN INGENIERO DE REQUERIMIENTOS;CERTIFICACIONES EN JAVA;CERTIFICACIONES EN .NET;DIPLOMADOS EN LIDERAZGO;,INGENIERÍA DE SOFTWARE,;UNIVERSIDAD NACIONAL DE COLOMBIA;UNIVERSIDAD DE CALDAS;UNIVERSIDAD DE MANIZALES;UNIVERSIDAD AUTÓNOMA DE MANIZALES;UNIVERSIDAD CATOLICA LUIS AMIGO-FUNLAM;,UNIVERSITARIO,MANIZALES,NO EXISTE BRECHA DE CANTIDAD
CALI,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,ESPECIALISTA EN REGULACIÓN,TÉCNICO;TÉCNICO EN SISTEMAS;CERTIFICACIÓN EN GENERAL RELACIÓNADOS A TEMAS  DE INFORMÁTICA (JAVA);CERTIFICADO AVAZADO CURSO DE ALTURAS;,AUXILIAR DE SISTEMAS INFORMÁTICOS,CENTRO DE CAPACITACIÓNDON BOSCO;INSTITUTO POLITÉCNICO DE OCCIDENTE,TÉCNICO,CALI,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,EXPERIENCIA DEL CONSUMIDOR EN TECNOLOGÍA,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;SAP;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD NACIONAL DE COLOMBIA;UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS;PONTIFICIA UNIVERSIDAD JAVERIANA;UNIVERSIDAD INCCA DE COLOMBIA;FUNDACIÓN UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO;UNIVERSIDAD CENTRAL;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERS,UNIVERSITARIO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;BUCARAMANGA;CALI,2519. DESARROLLADORES Y ANALISTAS DE SOFTWARE Y MULTIMEDIA NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,GERENTE DE INNOVACIÓN Y DESARROLLO,TECNÓLOGO;TECNOLOGÍA EN SISTEMAS DE INFORMACIÓN;,TECNOLOGÍA EN SISTEMAS DE INFORMACIÓN,"UNIVERSIDAD DEL VALLE;UNIVERSIDAD SANTIAGO DE CALI;INSTITUCIÓN UNIVERSITARIA ANTONIO JOSE CAMACHO;FUNDACIÓN CENTRO COLOMBIANO DE ESTUDIOS PROFESIONALES, -F.C.E.C.E.P.",TECNÓLOGO,CALI,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;BUCARAMANGA;CALI,2519. DESARROLLADORES Y ANALISTAS DE SOFTWARE Y MULTIMEDIA NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,GERENTE DE INNOVACIÓN Y DESARROLLO,TECNÓLOGO;TECNOLOGÍA EN SISTEMAS DE INFORMACIÓN;,TECNOLOGÍA EN ANALISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,SERVICIO NACIONAL DE APRENDIZAJE-SENA-;UNIVERSIDAD AUTÓNOMA DE MANIZALES;UNIVERSIDAD DE CALDAS,TECNÓLOGO,MANIZALES,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;BUCARAMANGA;CALI,2519. DESARROLLADORES Y ANALISTAS DE SOFTWARE Y MULTIMEDIA NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,GERENTE DE INNOVACIÓN Y DESARROLLO,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA ELECTRÓNICA;INGENIERÍA DE SOFTWARE;,INGENIERÍA DE SOFTWARE,;UNIVERSIDAD NACIONAL DE COLOMBIA;UNIVERSIDAD DE CALDAS;UNIVERSIDAD DE MANIZALES;UNIVERSIDAD AUTÓNOMA DE MANIZALES;UNIVERSIDAD CATOLICA LUIS AMIGO-FUNLAM;,UNIVERSITARIO,MANIZALES,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;BUCARAMANGA;CALI,2519. DESARROLLADORES Y ANALISTAS DE SOFTWARE Y MULTIMEDIA NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,GERENTE DE INNOVACIÓN Y DESARROLLO,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA ELECTRÓNICA;INGENIERÍA DE SOFTWARE;,INGENIERÍA DE SOFTWARE,;UNIVERSIDAD DEL VALLE;PONTIFICIA UNIVERSIDAD JAVERIANA;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERSIDAD SANTIAGO DE CALI;UNIVERSIDAD LIBRE;UNIVERSIDAD COOPERATIVA DE COLOMBIA;UNIVERSIDAD ICESI;UNIVERSIDAD AUTÓNOMA DE OCCIDENTE;FUNDACIÓN UNIVERSITARIA CATOLICA,UNIVERSITARIO,CALI,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;BUCARAMANGA;CALI,2519. DESARROLLADORES Y ANALISTAS DE SOFTWARE Y MULTIMEDIA NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,GERENTE DE INNOVACIÓN Y DESARROLLO,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA ELECTRÓNICA;INGENIERÍA DE SOFTWARE;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD DE CALDAS;UNIVERSIDAD DE MANIZALES;UNIVERSIDAD AUTÓNOMA DE MANIZALES;UNIVERSIDAD CATOLICA LUIS AMIGO-FUNLAM,UNIVERSITARIO,MANIZALES,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;BUCARAMANGA;CALI,2519. DESARROLLADORES Y ANALISTAS DE SOFTWARE Y MULTIMEDIA NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,GERENTE DE INNOVACIÓN Y DESARROLLO,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA ELECTRÓNICA;INGENIERÍA DE SOFTWARE;,INGENIERÍA ELECTRÓNICA,UNIVERSIDAD AUTÓNOMA DE MANIZALES,UNIVERSITARIO,MANIZALES,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;BUCARAMANGA;CALI,2519. DESARROLLADORES Y ANALISTAS DE SOFTWARE Y MULTIMEDIA NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,GERENTE DE INNOVACIÓN Y DESARROLLO,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA ELECTRÓNICA;INGENIERÍA DE SOFTWARE;,INGENIERÍA ELECTRÓNICA,UNIVERSIDAD INDUSTRIAL DE SANTANDER;UNIVERSIDAD PONTIFICIA BOLIVARIANA;CORPORACIÓN UNIVERSIDAD DE INVESTIGACIÓN Y DESARROLLO -UDI;UNIDADES TECNOLÓGICAS DE SANTANDER,UNIVERSITARIO,BUCARAMANGA,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;BUCARAMANGA;CALI,2519. DESARROLLADORES Y ANALISTAS DE SOFTWARE Y MULTIMEDIA NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,GERENTE DE INNOVACIÓN Y DESARROLLO,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA ELECTRÓNICA;INGENIERÍA DE SOFTWARE;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD DEL VALLE;PONTIFICIA UNIVERSIDAD JAVERIANA;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERSIDAD SANTIAGO DE CALI;UNIVERSIDAD LIBRE;UNIVERSIDAD COOPERATIVA DE COLOMBIA;UNIVERSIDAD ICESI;FUNDACIÓN UNIVERSITARIA CATOLICA LUMEN GENTIUM;INSTITUCIÓN UNIVERSI,UNIVERSITARIO,CALI,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;BUCARAMANGA;CALI,2519. DESARROLLADORES Y ANALISTAS DE SOFTWARE Y MULTIMEDIA NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,GERENTE DE INNOVACIÓN Y DESARROLLO,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA ELECTRÓNICA;INGENIERÍA DE SOFTWARE;,INGENIERÍA ELECTRÓNICA,INGENIERÍA ELECTRÓNICA Y TELECOMUNICACIONES,UNIVERSITARIO,CALI,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;BUCARAMANGA;CALI,2519. DESARROLLADORES Y ANALISTAS DE SOFTWARE Y MULTIMEDIA NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,GERENTE DE INNOVACIÓN Y DESARROLLO,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA ELECTRÓNICA;INGENIERÍA DE SOFTWARE;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD INDUSTRIAL DE SANTANDER;UNIVERSIDAD PONTIFICIA BOLIVARIANA;UNIVERSIDAD COOPERATIVA DE COLOMBIA;UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA-UNAB-;CORPORACIÓN UNIVERSITARIA DE CIENCIA Y DESARROLLO - UNICIENCIA;CORPORACIÓN UNIVERSIDAD DE INVESTIGACIÓN Y,UNIVERSITARIO,BUCARAMANGA,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;BUCARAMANGA;CALI,2519. DESARROLLADORES Y ANALISTAS DE SOFTWARE Y MULTIMEDIA NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,GERENTE DE INNOVACIÓN Y DESARROLLO,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA ELECTRÓNICA;INGENIERÍA DE SOFTWARE;,INGENIERÍA DE SOFTWARE,;UNIVERSIDAD INDUSTRIAL DE SANTANDER;UNIVERSIDAD SANTO TOMÁS;UNIVERSIDAD PONTIFICIA BOLIVARIANA;UNIVERSIDAD COOPERATIVA DE COLOMBIA;UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA-UNAB-;CORPORACIÓN UNIVERSITARIA DE CIENCIA Y DESARROLLO - UNICIENCIA;UNIVERSIDAD DE SAN,UNIVERSITARIO,BUCARAMANGA,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;BUCARAMANGA;CALI,2519. DESARROLLADORES Y ANALISTAS DE SOFTWARE Y MULTIMEDIA NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,GERENTE DE INNOVACIÓN Y DESARROLLO,POSGRADO;GERENCIA DE LA INNOVACIÓN;ESPECIALIZACIÓN EN GERENCIA Y EVALUACIÓN DE PROYECTOS;DESARROLLADOR EN JAVA;DIPOLAMDOS EN INNOVACIÓN Y DESARROLLO;,ESPECIALIZACIÓN EN GERENCIA Y EVALUACIÓN DE PROYECTOS,,POSGRADO,BUCARAMANGA,POSGRADO;ESPECIALIZACIÓN EN GERENCIA Y EVALUACIÓN DE PROYECTOS;
MANIZALES;BUCARAMANGA;CALI,2519. DESARROLLADORES Y ANALISTAS DE SOFTWARE Y MULTIMEDIA NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,GERENTE DE INNOVACIÓN Y DESARROLLO,POSGRADO;GERENCIA DE LA INNOVACIÓN;ESPECIALIZACIÓN EN GERENCIA Y EVALUACIÓN DE PROYECTOS;DESARROLLADOR EN JAVA;DIPOLAMDOS EN INNOVACIÓN Y DESARROLLO;,ESPECIALIZACIÓN EN GERENCIA Y EVALUACIÓN DE PROYECTOS,,POSGRADO,MANIZALES,POSGRADO;ESPECIALIZACIÓN EN GERENCIA Y EVALUACIÓN DE PROYECTOS;
MANIZALES;BUCARAMANGA;CALI,2519. DESARROLLADORES Y ANALISTAS DE SOFTWARE Y MULTIMEDIA NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,GERENTE DE INNOVACIÓN Y DESARROLLO,POSGRADO;GERENCIA DE LA INNOVACIÓN;ESPECIALIZACIÓN EN GERENCIA Y EVALUACIÓN DE PROYECTOS;DESARROLLADOR EN JAVA;DIPOLAMDOS EN INNOVACIÓN Y DESARROLLO;,MAESTRIA EN GESTIÓN DE LA INNOVACIÓN,UNIVERSIDAD ICESI,POSGRADO,CALI,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;BOGOTÁ;BARRANQUILLA;BUCARAMANGA;MEDELLÍN,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,LIDER DE INFRAESTRUCTURA,TECNÓLOGO;TECNOLOGÍA EN DESARROLLO DE SOFTWARE,TECNOLOGÍA DE DESARROLLO DE SOFTWARE,UNIDADES TECNOLÓGICAS DE SANTANDER,TECNÓLOGO,BUCARAMANGA,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;BUCARAMANGA;CALI,2519. DESARROLLADORES Y ANALISTAS DE SOFTWARE Y MULTIMEDIA NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,GERENTE DE INNOVACIÓN Y DESARROLLO,POSGRADO;GERENCIA DE LA INNOVACIÓN;ESPECIALIZACIÓN EN GERENCIA Y EVALUACIÓN DE PROYECTOS;DESARROLLADOR EN JAVA;DIPOLAMDOS EN INNOVACIÓN Y DESARROLLO;,ESPECIALIZACIÓN EN GERENCIA Y EVALUACIÓN DE PROYECTOS,,POSGRADO,CALI,POSGRADO;ESPECIALIZACIÓN EN GERENCIA Y EVALUACIÓN DE PROYECTOS;
MANIZALES;BUCARAMANGA;CALI,2519. DESARROLLADORES Y ANALISTAS DE SOFTWARE Y MULTIMEDIA NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,GERENTE DE INNOVACIÓN Y DESARROLLO,POSGRADO;GERENCIA DE LA INNOVACIÓN;ESPECIALIZACIÓN EN GERENCIA Y EVALUACIÓN DE PROYECTOS;DESARROLLADOR EN JAVA;DIPOLAMDOS EN INNOVACIÓN Y DESARROLLO;,GERENCIA DE LA INNOVACIÓN,,POSGRADO,BUCARAMANGA,POSGRADO;GERENCIA DE LA INNOVACION;
MANIZALES;BUCARAMANGA;CALI,2519. DESARROLLADORES Y ANALISTAS DE SOFTWARE Y MULTIMEDIA NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,GERENTE DE INNOVACIÓN Y DESARROLLO,POSGRADO;GERENCIA DE LA INNOVACIÓN;ESPECIALIZACIÓN EN GERENCIA Y EVALUACIÓN DE PROYECTOS;DESARROLLADOR EN JAVA;DIPOLAMDOS EN INNOVACIÓN Y DESARROLLO;,GERENCIA DE LA INNOVACIÓN,,POSGRADO,MANIZALES,POSGRADO;GERENCIA DE LA INNOVACION;
BOGOTÁ,1330. DIRECTORES DE SERVICIOS DE TECNOLOGIA DE LA INFORMACION Y LAS COMUNICACIONES,GERENTE DE MARKETING DIGITAL,POSGRADO;INTERFAZ DE USUARIO;EXPERIENCIA DE USUARIO;INTERACCIÓN DE USUARIO;MOTION GHAPHICS;,NO DEFINIDO,,POSGRADO,BOGOTÁ,POSGRADO;NO DEFINIDO;
BOGOTÁ;BUCARAMANGA;CALI;PEREIRA;MANIZALES,1330. DIRECTORES DE SERVICIOS DE TECNOLOGIA DE LA INFORMACION Y LAS COMUNICACIONES,GERENTE DE PROYECTOS,UNIVERSITARIO;INGENIERO DE SISTEMAS;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD INDUSTRIAL DE SANTANDER;UNIVERSIDAD PONTIFICIA BOLIVARIANA;UNIVERSIDAD COOPERATIVA DE COLOMBIA;UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA-UNAB-;CORPORACIÓN UNIVERSITARIA DE CIENCIA Y DESARROLLO - UNICIENCIA;CORPORACIÓN UNIVERSIDAD DE INVESTIGACIÓN Y,UNIVERSITARIO,BUCARAMANGA,POSGRADO;BIG DATA;BLOCKCHAIN;INTELIGENCIA ARTIFICIAL
BOGOTÁ;BUCARAMANGA;CALI;PEREIRA;MANIZALES,1330. DIRECTORES DE SERVICIOS DE TECNOLOGIA DE LA INFORMACION Y LAS COMUNICACIONES,GERENTE DE PROYECTOS,UNIVERSITARIO;INGENIERO DE SISTEMAS;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD DEL VALLE;PONTIFICIA UNIVERSIDAD JAVERIANA;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERSIDAD SANTIAGO DE CALI;UNIVERSIDAD LIBRE;UNIVERSIDAD COOPERATIVA DE COLOMBIA;UNIVERSIDAD ICESI;FUNDACIÓN UNIVERSITARIA CATOLICA LUMEN GENTIUM;INSTITUCIÓN UNIVERSI,UNIVERSITARIO,CALI,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;BUCARAMANGA;CALI;PEREIRA;MANIZALES,1330. DIRECTORES DE SERVICIOS DE TECNOLOGIA DE LA INFORMACION Y LAS COMUNICACIONES,GERENTE DE PROYECTOS,UNIVERSITARIO;INGENIERO DE SISTEMAS;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD TECNOLÓGICA DE PEREIRA - UTP;UNIVERSIDAD LIBRE;UNIVERSIDAD CATOLICA DE PEREIRA,UNIVERSITARIO,PEREIRA,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;BUCARAMANGA;CALI;PEREIRA;MANIZALES,1330. DIRECTORES DE SERVICIOS DE TECNOLOGIA DE LA INFORMACION Y LAS COMUNICACIONES,GERENTE DE PROYECTOS,UNIVERSITARIO;INGENIERO DE SISTEMAS;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD DE CALDAS;UNIVERSIDAD DE MANIZALES;UNIVERSIDAD AUTÓNOMA DE MANIZALES;UNIVERSIDAD CATOLICA LUIS AMIGO-FUNLAM,UNIVERSITARIO,MANIZALES,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;BUCARAMANGA;CALI;PEREIRA;MANIZALES,1330. DIRECTORES DE SERVICIOS DE TECNOLOGIA DE LA INFORMACION Y LAS COMUNICACIONES,GERENTE DE PROYECTOS,UNIVERSITARIO;INGENIERO DE SISTEMAS;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD NACIONAL DE COLOMBIA;UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS;PONTIFICIA UNIVERSIDAD JAVERIANA;UNIVERSIDAD INCCA DE COLOMBIA;FUNDACIÓN UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO;UNIVERSIDAD CENTRAL;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERS,UNIVERSITARIO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;MEDELLÍN;BOGOTÁ,1330. DIRECTORES DE SERVICIOS DE TECNOLOGIA DE LA INFORMACION Y LAS COMUNICACIONES,GERENTE TÉCNICO Y DE DESARROLLO,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA ELECTRÓNICA;INGENIERÍA INFORMÁTICA,INGENIERÍA INFORMÁTICA,UNIVERSIDAD DE CALDAS,UNIVERSITARIO,MANIZALES,POSGRADO;DESARROLLADOR;
MANIZALES;MEDELLÍN;BOGOTÁ,1330. DIRECTORES DE SERVICIOS DE TECNOLOGIA DE LA INFORMACION Y LAS COMUNICACIONES,GERENTE TÉCNICO Y DE DESARROLLO,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA ELECTRÓNICA;INGENIERÍA INFORMÁTICA,INGENIERÍA DE SISTEMAS,UNIVERSIDAD DE CALDAS;UNIVERSIDAD DE MANIZALES;UNIVERSIDAD AUTÓNOMA DE MANIZALES;UNIVERSIDAD CATOLICA LUIS AMIGO-FUNLAM,UNIVERSITARIO,MANIZALES,POSGRADO;DESARROLLADOR;
MANIZALES;MEDELLÍN;BOGOTÁ,1330. DIRECTORES DE SERVICIOS DE TECNOLOGIA DE LA INFORMACION Y LAS COMUNICACIONES,GERENTE TÉCNICO Y DE DESARROLLO,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA ELECTRÓNICA;INGENIERÍA INFORMÁTICA,INGENIERÍA ELECTRÓNICA,INSTITUCIÓN UNIVERSITARIA DE ENVIGADO;INSTITUCIÓN UNIVERSITARIA  SALAZAR Y HERRERA;INSTITUTO TECNOLÓGICO METROPOLITANO;UNIVERSIDAD DE ANTIOQUIA;UNIVERSIDAD PONTIFICIA BOLIVARIANA;UNIVERSIDAD DE MEDELLIN;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERSIDAD CATOLICA,UNIVERSITARIO,MEDELLÍN,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;MEDELLÍN;BOGOTÁ,1330. DIRECTORES DE SERVICIOS DE TECNOLOGIA DE LA INFORMACION Y LAS COMUNICACIONES,GERENTE TÉCNICO Y DE DESARROLLO,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA ELECTRÓNICA;INGENIERÍA INFORMÁTICA,INGENIERÍA ELECTRÓNICA,UNIVERSIDAD AUTÓNOMA DE MANIZALES,UNIVERSITARIO,MANIZALES,POSGRADO;DESARROLLADOR;
MANIZALES;MEDELLÍN;BOGOTÁ,1330. DIRECTORES DE SERVICIOS DE TECNOLOGIA DE LA INFORMACION Y LAS COMUNICACIONES,GERENTE TÉCNICO Y DE DESARROLLO,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA ELECTRÓNICA;INGENIERÍA INFORMÁTICA,INGENIERÍA DE SISTEMAS,UNIVERSIDAD NACIONAL DE COLOMBIA;UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS;PONTIFICIA UNIVERSIDAD JAVERIANA;UNIVERSIDAD INCCA DE COLOMBIA;FUNDACIÓN UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO;UNIVERSIDAD CENTRAL;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERS,UNIVERSITARIO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;MEDELLÍN;BOGOTÁ,1330. DIRECTORES DE SERVICIOS DE TECNOLOGIA DE LA INFORMACION Y LAS COMUNICACIONES,GERENTE TÉCNICO Y DE DESARROLLO,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA ELECTRÓNICA;INGENIERÍA INFORMÁTICA,INGENIERÍA ELECTRÓNICA,CORPORACIÓN UNIFICADA NACIONAL DE EDUCACIÓN SUPERIOR-CUN-;ESCUELA COLOMBIANA DE INGENIERÍA JULIO GARAVITO;FUNDACIÓN UNIVERSITARIA LOS LIBERTADORES;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;UNIVERSIDAD ANTONIO NARI¿O;UNIVERSIDAD COOPERATIVA DE COLOMB,UNIVERSITARIO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;BOGOTÁ;BARRANQUILLA;BUCARAMANGA;MEDELLÍN,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,LIDER DE INFRAESTRUCTURA,TECNÓLOGO;TECNOLOGÍA EN DESARROLLO DE SOFTWARE,TECNOLOGÍA EN DESARROLLO DE SOFTWARE,FUNDACIÓN UNIVERSITARIA CATOLICA DEL NORTE,TECNÓLOGO,MEDELLÍN,TECNÓLOGO;ANALÍTICA;
MANIZALES;MEDELLÍN;BOGOTÁ,1330. DIRECTORES DE SERVICIOS DE TECNOLOGIA DE LA INFORMACION Y LAS COMUNICACIONES,GERENTE TÉCNICO Y DE DESARROLLO,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA ELECTRÓNICA;INGENIERÍA INFORMÁTICA,INGENIERÍA DE SISTEMAS,UNIVERSIDAD NACIONAL DE COLOMBIA;UNIVERSIDAD DE ANTIOQUIA;UNIVERSIDAD PONTIFICIA BOLIVARIANA;UNIVERSIDAD EAFIT-;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERSIDAD DE MEDELLIN;UNIVERSIDAD CATOLICA LUIS AMIGO-FUNLAM;POLITÉCNICO GRANCOLOMBIANO;INSTITUCIÓN UNIVERSIT,UNIVERSITARIO,MEDELLÍN,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;MEDELLÍN;BOGOTÁ,1330. DIRECTORES DE SERVICIOS DE TECNOLOGIA DE LA INFORMACION Y LAS COMUNICACIONES,GERENTE TÉCNICO Y DE DESARROLLO,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA ELECTRÓNICA;INGENIERÍA INFORMÁTICA,INGENIERÍA INFORMÁTICA,UNIVERSIDAD AUTÓNOMA LATINOAMERICANA-UNAULA;POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID,UNIVERSITARIO,MEDELLÍN,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;MEDELLÍN;BOGOTÁ,1330. DIRECTORES DE SERVICIOS DE TECNOLOGIA DE LA INFORMACION Y LAS COMUNICACIONES,GERENTE TÉCNICO Y DE DESARROLLO,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA ELECTRÓNICA;INGENIERÍA INFORMÁTICA,INGENIERÍA INFORMÁTICA,"UNIVERSIDAD SANTO TOMÁS;ELITE- ESCUELA LATINOAMERICANA DE INGENIEROS, TECNÓLOGOS Y EMPRESARIOS;FUNDACIÓN UNIVERSITARIA INTERNACIONAL DE LA RIOJA - UNIR",UNIVERSITARIO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;MEDELLÍN;BOGOTÁ,1330. DIRECTORES DE SERVICIOS DE TECNOLOGIA DE LA INFORMACION Y LAS COMUNICACIONES,GERENTE TÉCNICO Y DE DESARROLLO,POSGRADO;ESPECIALIZACIÓN EN TELECOMUNICACIONES;ESPECIALIZACIÓN EN DESARROLLO DE SOFTWARE;CERTIFICACIÓN EN REDES DE DATOS;CURSO EN GERENCIA DE PROYECTOS;CURSO EN ABAP;CERTIFICACIÓN EN SCRUM;CERTIFICACIONES TOGAF;CERTIFICACIONES  COBIT;CERTIFICACIONES ITIL;,ESPECIALIZACIÓN EN TELECOMUNICACIONES,FUNDACIÓN UNIVERSIDAD AUTÓNOMA DE COLOMBIA -FUAC-,POSGRADO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;MEDELLÍN;BOGOTÁ,1330. DIRECTORES DE SERVICIOS DE TECNOLOGIA DE LA INFORMACION Y LAS COMUNICACIONES,GERENTE TÉCNICO Y DE DESARROLLO,POSGRADO;ESPECIALIZACIÓN EN TELECOMUNICACIONES;ESPECIALIZACIÓN EN DESARROLLO DE SOFTWARE;CERTIFICACIÓN EN REDES DE DATOS;CURSO EN GERENCIA DE PROYECTOS;CURSO EN ABAP;CERTIFICACIÓN EN SCRUM;CERTIFICACIONES TOGAF;CERTIFICACIONES  COBIT;CERTIFICACIONES ITIL;,ESPECIALIZACIÓN EN DESARROLLO DE SOFTWARE,,POSGRADO,BOGOTÁ,POSGRADO;ESPECIALIZACIÓN EN DESARROLLO DE SOFTWARE;
